"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
2963,"M",212241,48,"MED","CAS",40,105,"SANTIAGO",0,65163,0,24858,0,4392,30,1,1800000,"NO",NA
2964,"F",6292803,39,"TEC","SOL",22,1,"ARICA",614654,263480,0,137835,1226,0,0,1,550000,"NO",NA
2965,"F",584605,120,"MED","CAS",51,88,"SANTIAGO",0,124557,0,0,63,18629,0,1,3700000,"NO",NA
2966,"M",220137,42,"MED","CAS",92,82,"SANTIAGO",0,0,0,62156,61,0,4850,1,2800000,"NO",NA
2967,"F",77425,56,"TEC","SOL",22,1,"ARICA",0,0,0,0,502,145,0,1,1100000,"SI",NA
2968,"F",776201,29,"TEC","CAS",93,80,"SANTIAGO",0,0,0,0,672,0,770,1,5700000,"NO",NA
2969,"M",658379,60,"MED","SOL",63,300,"CASTRO",127129,91597,0,0,51,0,6105,3,1200000,"NO",NA
2970,"M",173897,28,"UNV","CAS",41,80,"SANTIAGO",240095,284672,0,541690,2174,0,769,1,2100000,"NO",NA
2971,"M",164108,47,"UNV","CAS",138,1,"ARICA",1284342,5950,0,807972,1542,20555,772,1,8000000,"NO",NA
2972,"F",16505,42,"TEC","SOL",131,85,"SANTIAGO",0,399391,0,582854,112,0,5589,1,8000000,"SI",NA
2973,"M",2432877,42,"UNV","SEP",55,90,"SANTIAGO",0,544364,0,200301,130,968,14463,1,2200000,"NO",NA
2974,"M",1207149,43,"UNV","CAS",82,85,"SANTIAGO",407251,104081,0,170230,505,0,72,1,8000000,"SI",NA
2975,"F",6895388,34,"TEC","SEP",116,131,"RANCAGUA",0,571329,0,76433,0,0,2,0,1200000,"NO",NA
2976,"M",179073,55,"MED","CAS",27,226,"CONCEPCION",0,137129,0,0,14,12108,17,1,1600000,"NO",NA
2977,"M",704378,50,"UNV","VIU",31,119,"SANTIAGO",779104,41546,0,955443,3771,0,188,3,1000000,"NO",NA
2978,"F",404648,54,"MED","CAS",90,105,"SANTIAGO",0,34731,0,0,0,21542,245,1,1300000,"NO",NA
2979,"M",75872,38,"TEC","SOL",17,105,"SANTIAGO",0,1826,0,0,0,3142,0,1,3900000,"NO",NA
2980,"F",1106917,39,"TEC","SOL",45,115,"SANTIAGO",1336596,59695,0,2892126,443,1647,2931,3,2900000,"NO",NA
2981,"M",663021,55,"UNV","SOL",27,226,"CONCEPCION",0,77769,0,63552,15,1920,11,1,2500000,"NO",NA
2982,"F",7518,47,"MED","SOL",52,88,"SANTIAGO",0,832911,0,0,0,0,0,0,4700000,"SI",NA
2983,"M",805231,52,"TEC","CAS",23,90,"SANTIAGO",0,171648,0,355430,1636,0,357,2,2500000,"NO",NA
2984,"M",1308636,40,"MED","CAS",84,81,"SANTIAGO",0,598030,0,348141,1707,0,60,1,4800000,"NO",NA
2985,"M",399592,34,"MED","CAS",121,85,"SANTIAGO",1892700,0,0,0,85,0,0,3,650000,"NO",NA
2986,"M",35120,52,"UNV","CAS",55,90,"SANTIAGO",0,15936,0,0,859,2119,0,2,2600000,"NO",NA
2987,"F",344558,29,"TEC","SOL",74,291,"PUERTO MONTT",0,6758,0,209497,0,0,33,1,1600000,"NO",NA
2988,"M",299684,48,"UNV","CAS",90,82,"SANTIAGO",0,87266,0,198126,0,0,36,2,2600000,"NO",NA
2989,"M",87877,32,"EUN","SOL",41,88,"SANTIAGO",0,197742,0,60612,0,0,0,1,1900000,"NO",NA
2990,"M",19451,45,"UNV","SEP",16,88,"SANTIAGO",0,319617,0,0,0,0,0,1,1300000,"NO",NA
2991,"M",512309,43,"UNV","CAS",16,89,"SANTIAGO",0,0,0,0,0,1927,16,1,1500000,"NO",NA
2992,"F",220703,33,"MED","CAS",27,226,"CONCEPCION",0,545447,0,36642,0,0,129,3,2000000,"NO",NA
2993,"M",346858,26,"TEC","SOL",37,109,"SANTIAGO",0,219191,0,0,0,1760,0,1,2100000,"NO",NA
2994,"M",2371,41,"UNV","CAS",28,98,"SANTIAGO",0,1066,0,0,0,0,1,1,2400000,"NO",NA
2995,"F",3989988,38,"TEC","VIU",76,82,"SANTIAGO",0,12931,0,57869,0,0,201,1,3500000,"SI",NA
2996,"M",21900,27,"UNV","CAS",151,227,"TALCAHUANO",0,180126,0,210373,0,7581,145,0,1600000,"NO",NA
2997,"M",441736,51,"MED","CAS",54,89,"SANTIAGO",0,427480,0,345520,0,25658,0,1,4100000,"NO",NA
2998,"F",13864,47,"MED","SOL",90,105,"SANTIAGO",0,23188,0,0,2514,6646,172,1,2900000,"SI",NA
2999,"M",9731,51,"MED","CAS",29,89,"SANTIAGO",0,213128,0,140936,0,0,1680,1,2300000,"NO",NA
3000,"M",365298,50,"UNV","CAS",92,93,"SANTIAGO",776475,14599,0,134536,45,0,336,1,900000,"SI",NA
3001,"F",4800923,29,"TEC","SOL",13,16,"ANTOFAGASTA",0,57143,0,660644,274,0,428,1,3400000,"NO",NA
3002,"M",NA,30,"UNV","CAS",103,115,"SANTIAGO",0,71383,0,96320,658,991,5,3,1200000,"NO",NA
3003,"F",NA,54,"UNV","CAS",31,119,"SANTIAGO",0,129317,0,892335,85,7115,3168,1,1900000,"SI",NA
3004,"F",NA,33,"TEC","SOL",52,67,"VINA DEL MAR",826786,0,0,11907,1414,0,212,1,2000000,"NO",NA
3005,"M",NA,48,"MED","CAS",31,119,"SANTIAGO",0,75018,0,175745,64,0,2335,1,3800000,"SI",NA
3006,"F",NA,42,"TEC","SOL",67,193,"CHILLAN",0,0,0,65546,151,16381,170,1,6900000,"SI",NA
3007,"F",NA,54,"MED","CAS",31,119,"SANTIAGO",212521,0,0,0,177,0,0,1,1400000,"NO",NA
3008,"F",NA,44,"MED","CAS",36,67,"VINA DEL MAR",0,691627,0,0,46,0,0,1,1100000,"NO",NA
3009,"F",NA,49,"MED","SEP",90,105,"SANTIAGO",0,7704,705474,199404,1075,0,1152,2,1000000,"NO",NA
3010,"M",NA,37,"UNV","SOL",15,67,"VINA DEL MAR",0,303674,0,0,1,0,0,1,2500000,"NO",NA
3011,"M",NA,48,"MED","CAS",138,1,"ARICA",0,0,0,22792,0,0,1581,1,6800000,"NO",NA
3012,"M",NA,53,"UNV","CAS",27,226,"CONCEPCION",0,4367,0,0,0,0,1,1,1800000,"NO",NA
3013,"M",NA,55,"UNV","CAS",27,226,"CONCEPCION",464362,383262,0,71982,937,0,0,1,3700000,"SI",NA
3014,"M",NA,41,"MED","CAS",31,119,"SANTIAGO",0,494431,985486,1435122,2236,3365,681,2,8000000,"NO",NA
3015,"F",NA,40,"TEC","SOL",57,84,"SANTIAGO",0,132892,0,2554,188,0,25,1,1600000,"NO",NA
3016,"F",81800,44,"MED","SOL",56,131,NA,0,151261,0,0,149,7002,18409,1,8000000,"SI",NA
3017,"F",800000,30,"UNV","CAS",27,226,NA,21195,55114,0,8485,19,0,129,1,3500000,"NO",NA
3018,"M",5000000,43,"UNV","CAS",55,90,NA,0,97271,0,674580,0,0,197,1,3400000,"NO",NA
3019,"M",1000000,50,"UNV","CAS",138,1,NA,722639,267685,0,0,626,0,0,2,4000000,NA,NA
3020,"F",76000,44,"TEC","SOL",67,253,NA,0,118758,0,0,1,77,0,1,4300000,NA,NA
3021,"F",6850000,37,"TEC","VIU",43,70,NA,0,50894,0,156016,15,0,42,1,1800000,NA,NA
3022,"F",47300,56,"TEC","SOL",118,88,"SANTIAGO",0,2407344,0,0,0,14143,0,0,8000000,NA,NA
3023,"F",450000,50,"UNV","CAS",138,1,"ARICA",0,6912,0,11805,827,0,198,2,900000,NA,NA
3024,"M",951000,35,"UNV","CAS",44,131,"RANCAGUA",0,121439,1881765,0,0,0,1847,0,4600000,NA,NA
3025,"F",600000,43,"MED","CAS",63,300,"CASTRO",0,0,0,0,0,0,147,0,2400000,NA,NA
3026,"M",7980000,42,"UNV","CAS",55,90,"SANTIAGO",0,73430,0,15035,1377,0,0,1,3300000,NA,NA
3027,"F",675000,30,"TEC","SOL",60,294,"CALBUCO",0,129848,0,495,60,0,32,1,2500000,"NO",NA
3028,"M",900000,49,"UNV","CAS",31,119,"SANTIAGO",673710,488965,0,83704,1685,0,277,1,2700000,"NO",NA
3029,"M",500000,54,"TEC","SOL",27,226,"CONCEPCION",696023,320895,0,0,345,0,4885,1,900000,"NO",NA
3030,"F",570000,32,"UNV","CAS",90,86,"SANTIAGO",0,56585,0,9251,57,0,0,1,1800000,"NO",NA
3031,"M",500000,48,"MED","CAS",138,1,"ARICA",412753,268881,0,0,201,0,6800,1,900000,"NO",NA
3032,"M",600000,41,"MED","SOL",122,504,"EL SALVADOR",0,0,0,0,59,0,0,1,2400000,"NO",NA
3033,"M",64000,54,"UNV","CAS",31,119,"SANTIAGO",429239,65716,0,536914,502,0,1080,2,1300000,"SI",NA
3034,"M",454000,29,"UNV","SOL",19,105,"SANTIAGO",0,196624,0,943,0,15002,4,0,1600000,"NO",NA
3035,"M",820000,54,"TEC","SOL",52,93,"SANTIAGO",0,35152,0,80230,337,0,13,1,3500000,"SI",NA
3036,"F",1400000,52,"UNV","SOL",138,1,"ARICA",700400,309637,0,233134,917,0,0,3,4900000,"NO",NA
3037,"M",500000,30,"UNV","SOL",47,80,"SANTIAGO",0,38219,0,281878,44,0,0,2,1300000,"NO",NA
3038,"F",6140000,36,"TEC","SOL",52,128,"PENAFLOR",0,146418,0,461577,3436,3634,2091,1,8000000,"NO",NA
3039,"M",68000,55,"MED","CAS",138,86,"SANTIAGO",0,245707,0,197942,724,0,141,2,1600000,"NO",NA
3040,"M",600000,44,"UNV","SOL",104,93,"SANTIAGO",0,0,0,44644,0,1343,0,0,2400000,"NO",NA
3041,"M",800000,46,"MED","CAS",138,1,"ARICA",0,372046,0,235172,2824,0,1697,2,800000,"NO",NA
3042,"M",500000,37,"UNV","CAS",90,89,"SANTIAGO",156182,9121,0,377460,679,0,466,1,1100000,"NO",NA
3043,"M",700000,36,"UNV","CAS",124,253,"TEMUCO",590608,0,0,0,1144,0,0,1,1500000,"NO",NA
3044,"M",867000,33,"MED","SOL",138,89,"SANTIAGO",0,408276,0,0,0,12036,5784,0,3300000,"SI",NA
3045,"M",1100000,53,"TEC","SOL",27,226,"CONCEPCION",0,0,1117798,0,0,5503,703,1,5500000,"NO",NA
3046,"M",1196000,48,"UNV","CAS",138,1,"ARICA",0,0,0,0,0,2952,0,1,6000000,"NO",NA
3047,"F",72000,37,"TEC","SOL",82,81,"SANTIAGO",0,0,0,320561,387,3422,283,1,4300000,"SI",NA
3048,"M",1555000,46,"TEC","CAS",118,93,"SANTIAGO",286747,932601,0,0,2344,1892,0,3,6300000,"NO",NA
3049,"F",95000,59,"TEC","SOL",14,22,"COPIAPO",0,586618,0,141901,1390,0,249,1,2200000,"SI",NA
3050,"M",1200000,47,"UNV","CAS",138,1,"ARICA",323625,85311,0,250938,406,1203,296,2,4000000,"NO",NA
3051,"F",70000,51,"TEC","SOL",90,90,"SANTIAGO",0,453352,0,0,2214,78,20849,1,7400000,"SI",NA
3052,"F",511000,29,"UNV","CAS",13,16,"ANTOFAGASTA",480880,436347,0,0,417,0,0,1,1000000,"NO",NA
3053,"F",778000,53,"TEC","CAS",27,226,"CONCEPCION",0,8306,0,929652,90,0,1785,1,3800000,"NO",NA
3054,"F",57300,41,"TEC","SOL",90,93,"SANTIAGO",0,22283,0,362927,500,0,165,3,3300000,"SI",NA
3055,"M",44400,49,"MED","CAS",37,81,"SANTIAGO",0,103575,0,3633,0,0,3401,1,5500000,"NO",NA
3056,"F",5000000,35,"TEC","SEP",90,5,"IQUIQUE",44234,48779,0,223346,411,0,1584,1,2200000,"NO",NA
3057,"F",601000,53,"MED","CAS",102,92,"SANTIAGO",0,784487,0,38289,0,0,68,1,1500000,"NO",NA
3058,"M",58900,48,"MED","CAS",55,90,"SANTIAGO",0,1590361,0,851,0,0,7148,1,7200000,"NO",NA
3059,"M",955000,39,"MED","CAS",68,213,"LOS ANGELES",0,21651,0,437038,2183,1174,86,2,2000000,"NO",NA
3060,"M",700000,31,"MED","SOL",27,226,"CONCEPCION",0,159287,0,206121,134,7784,0,1,2700000,"NO",NA
3061,"M",2500000,42,"TEC","CAS",61,284,"OSORNO",0,1959154,0,0,0,658,0,0,8000000,"NO",NA
3062,"F",67400,43,"TEC","SOL",56,131,"RANCAGUA",0,99791,0,528412,283,0,899,1,3700000,"SI",NA
3063,"M",7500000,43,"UNV","CAS",90,100,"SANTIAGO",353321,131009,0,147352,49,0,82,1,3100000,"NO",NA
3064,"M",800000,46,"MED","CAS",90,93,"SANTIAGO",0,267607,0,61744,1132,0,39,2,2200000,"NO",NA
3065,"F",1330000,51,"MED","CAS",27,226,"CONCEPCION",0,98471,0,0,223,8512,0,1,6100000,"SI",NA
3066,"M",800000,50,"UNV","SOL",37,115,"SANTIAGO",0,100991,0,0,0,7201,5,1,3800000,"NO",NA
3067,"M",470000,26,"UNV","SOL",25,89,"SANTIAGO",0,13234,0,292386,1,0,135,1,600000,"NO",NA
3068,"F",597000,52,"UNV","CAS",27,226,"CONCEPCION",446603,280660,0,151419,89,0,0,2,750000,"NO",NA
3069,"F",600000,50,"UNV","SOL",138,1,"ARICA",0,49158,0,0,0,5307,0,1,2200000,"NO",NA
3070,"F",530000,42,"MED","SOL",82,105,"SANTIAGO",0,8212,0,49902,165,857,236,1,1900000,"NO",NA
3071,"M",770000,45,"UNV","CAS",31,119,"SANTIAGO",40199,13381,0,47439,1610,0,26,3,1900000,"NO",NA
3072,"F",1100000,45,"UNV","CAS",31,119,"SANTIAGO",0,72160,0,528204,451,0,10843,1,5000000,"SI",NA
3073,"M",625000,46,"UNV","CAS",16,93,"SANTIAGO",0,386888,0,0,0,0,0,1,1800000,"NO",NA
3074,"M",1290000,49,"UNV","SEP",138,1,"ARICA",0,23339,0,172240,2117,24431,276,2,2100000,"NO",NA
3075,"F",900000,21,"UNV","SOL",38,85,"SANTIAGO",174123,0,0,0,676,0,0,1,2700000,"NO",NA
3076,"M",490000,49,"UNV","SOL",90,90,"SANTIAGO",0,0,93898,0,0,0,2597,1,2000000,"NO",NA
3077,"M",760000,47,"MED","CAS",138,1,"ARICA",1354597,50942,0,150912,2059,0,4823,2,1600000,"NO",NA
3078,"F",6000000,38,"TEC","VIU",10,5,"IQUIQUE",0,386126,0,0,305,0,0,1,3800000,"NO",NA
3079,"F",550000,45,"MED","CAS",31,119,"SANTIAGO",0,69415,0,221567,912,0,56,2,1000000,"NO",NA
3080,"M",3327000,46,"UNV","CAS",85,88,"SANTIAGO",0,0,0,66486,0,0,9,1,8000000,"NO",NA
3081,"F",450000,31,"UNV","CAS",27,226,"CONCEPCION",0,955566,4189904,0,0,14716,3711,1,700000,"NO",NA
3082,"F",88300,55,"TEC","SOL",60,291,"PUERTO MONTT",680383,0,0,0,571,9869,0,1,1800000,"SI",NA
3083,"M",525000,53,"TEC","SOL",148,90,"SANTIAGO",0,49937,0,0,53,0,0,1,1900000,"SI",NA
3084,"F",80000,59,"MED","SOL",48,85,"SANTIAGO",0,1179991,0,0,4,0,0,1,3200000,"SI",NA
3085,"F",800000,57,"TEC","CAS",90,89,"SANTIAGO",0,371577,0,0,134,0,0,1,3200000,"NO",NA
3086,"M",700000,32,"UNV","SOL",18,105,"SANTIAGO",621352,0,0,0,286,0,293,1,2000000,"SI",NA
3087,"F",8400000,33,"TEC","VIU",90,89,"SANTIAGO",0,202140,0,0,0,11474,0,0,2400000,"NO",NA
3088,"F",3500000,59,"TEC","CAS",84,85,"SANTIAGO",0,171184,0,172755,840,82283,0,3,8000000,"NO",NA
3089,"M",4200000,49,"MED","VIU",90,88,"SANTIAGO",0,0,4801807,0,4088,0,68701,1,8000000,"NO",NA
3090,"M",458000,35,"UNV","SOL",122,93,"SANTIAGO",0,42988,0,0,2,0,0,1,1600000,"NO",NA
3091,"M",700000,48,"UNV","CAS",138,1,"ARICA",31255,439869,0,194898,153,0,116,1,2300000,"NO",NA
3092,"F",1486000,48,"MED","CAS",65,77,"EL QUISCO",0,192929,0,0,1,0,23661,1,7000000,"SI",NA
3093,"M",783000,55,"MED","CAS",127,85,"SANTIAGO",0,116811,0,0,16,0,0,1,3100000,"NO",NA
3094,"M",1150000,47,"MED","CAS",39,82,"SANTIAGO",0,23767,0,1631124,1442,0,1088,3,4200000,"NO",NA
3095,"F",503000,62,"TEC","CAS",56,131,"RANCAGUA",0,541135,0,0,248,1251,0,1,1100000,"NO",NA
3096,"M",750000,55,"MED","CAS",30,91,"SANTIAGO",737952,69034,0,37824,1113,12684,49,1,2300000,"NO",NA
3097,"M",9000000,44,"UNV","CAS",76,98,"SANTIAGO",960693,6043,0,1410047,2429,0,3012,3,3700000,"NO",NA
3098,"M",1200000,39,"UNV","CAS",42,31,"COQUIMBO",488047,3425,0,191648,1829,9056,326,1,1700000,"SI",NA
3099,"F",73000,45,"TEC","SOL",27,228,"PENCO",499799,201981,0,0,337,0,42,1,1700000,"SI",NA
3100,"M",450000,30,"TEC","CAS",117,88,"SANTIAGO",0,85149,0,38426,79,0,87,1,1500000,"NO",NA
3101,"F",84000,39,"TEC","SOL",122,106,"SANTIAGO",0,0,0,0,136,0,0,1,8000000,"SI",NA
3102,"F",1000000,31,"TEC","SEP",90,80,"SANTIAGO",0,316546,0,480651,24,642,23,1,4200000,"NO",NA
3103,"M",1200000,29,"TEC","SOL",13,16,"ANTOFAGASTA",0,227033,0,0,13,0,122,1,5000000,"NO",NA
3104,"F",50000,36,"TEC","SOL",84,80,"SANTIAGO",0,1801809,0,0,1227,0,0,3,8000000,"SI",NA
3105,"F",6500000,36,"TEC","VIU",57,49,"LOS ANDES",0,207525,0,0,0,2824,0,0,1500000,"NO",NA
3106,"F",943000,37,"UNV","CAS",83,115,"SANTIAGO",0,3784,0,0,98,0,579,2,4600000,"SI",NA
3107,"F",600000,35,"MED","CAS",82,93,"SANTIAGO",395497,8679,0,0,1042,0,0,3,1100000,"SI",NA
3108,"M",440000,49,"UNV","CAS",84,85,"SANTIAGO",0,1784,0,110509,115,0,0,1,1600000,"NO",NA
3109,"F",1000000,53,"UNV","CAS",31,119,"SANTIAGO",0,73048,0,0,64,0,0,1,3100000,"NO",NA
3110,"M",91100,53,"MED","CAS",55,90,"SANTIAGO",0,25486,0,47941,0,0,59,1,2000000,"NO",NA
3111,"F",7500000,38,"TEC","SOL",90,111,"SANTIAGO",0,0,0,0,647,4247,0,1,2500000,"NO",NA
3112,"M",5000000,41,"UNV","SEP",55,90,"SANTIAGO",0,60929,0,97124,4,0,311,1,6100000,"NO",NA
3113,"M",528000,41,"MED","CAS",37,87,"SANTIAGO",0,0,0,0,6,0,7238,1,1700000,"NO",NA
3114,"M",90000,43,"UNV","CAS",55,90,"SANTIAGO",0,53283,0,139511,238,1666,0,2,5000000,"NO",NA
3115,"M",800000,55,"UNV","CAS",138,1,"ARICA",0,226716,0,163192,0,0,517,1,3700000,"NO",NA
3116,"F",894000,33,"TEC","CAS",71,326,"PUNTA ARENAS",0,0,0,0,1951,0,0,2,2400000,"NO",NA
3117,"M",700000,50,"UNV","CAS",138,1,"ARICA",0,98841,0,199338,163,1850,0,1,2700000,"NO",NA
3118,"F",80000,54,"TEC","SOL",107,85,"SANTIAGO",0,0,0,0,0,0,0,0,2000000,"SI",NA
3119,"F",75000,41,"TEC","SOL",19,115,"SANTIAGO",0,5672,0,0,94,0,0,1,1700000,"SI",NA
3120,"F",796000,48,"TEC","SOL",138,1,"ARICA",0,40148,0,0,499,0,0,1,3400000,"NO",NA
3121,"F",435000,47,"TEC","SOL",131,94,"SANTIAGO",0,281377,0,0,0,14,0,1,1200000,"SI",NA
3122,"F",450000,29,"MED","SOL",19,90,"SANTIAGO",0,438066,0,186060,6,0,134,1,1400000,"NO",NA
3123,"F",1000000,56,"MED","CAS",12,13,"CALAMA",0,538675,0,530866,26,0,1222,1,3200000,"SI",NA
3124,"F",85000,56,"TEC","SOL",60,296,"LOS MUERMOS",0,772422,0,0,0,0,0,0,8000000,"SI",NA
3125,"M",828000,53,"UNV","CAS",90,82,"SANTIAGO",0,5815,0,15628,284,0,329,2,2600000,"NO",NA
3126,"F",98000,44,"TEC","SEP",55,91,"SANTIAGO",24249,198480,0,120668,941,0,107,3,900000,"SI",NA
3127,"M",4500000,44,"UNV","CAS",55,90,"SANTIAGO",0,168553,0,90483,174,0,50,2,2200000,"NO",NA
3128,"M",2013000,33,"TEC","SOL",27,226,"CONCEPCION",0,89883,0,192657,6132,1488,1191,3,500000,"NO",NA
3129,"F",597000,46,"UNV","CAS",138,1,"ARICA",326409,116756,0,54612,1563,0,89,2,750000,"NO",NA
3130,"F",5960000,33,"TEC","SOL",48,89,"SANTIAGO",0,481573,0,0,2,0,0,1,1300000,"NO",NA
3131,"M",4860000,40,"UNV","CAS",31,119,"SANTIAGO",0,2592,0,2481395,206,0,6711,1,5500000,"NO",NA
3132,"M",2000000,47,"UNV","SOL",49,110,"SANTIAGO",43538,0,0,0,160,0,966,1,8000000,"NO",NA
3133,"M",901000,31,"MED","CAS",27,226,"CONCEPCION",0,588355,0,22937,35,0,0,1,4000000,"NO",NA
3134,"F",600000,60,"TEC","VIU",67,193,"CHILLAN",19346,67904,0,291672,227,0,454,1,1200000,"NO",NA
3135,"F",600000,36,"UNV","CAS",75,79,"STO DOMINGO",0,0,0,104474,0,0,78,0,2400000,"NO",NA
3136,"F",8800000,34,"TEC","VIU",101,87,"SANTIAGO",813805,924235,0,0,789,0,0,1,900000,"NO",NA
3137,"M",1200000,49,"UNV","CAS",16,90,"SANTIAGO",0,0,0,1384838,164,0,1699,1,5700000,"NO",NA
3138,"M",1039000,46,"UNV","CAS",53,86,"SANTIAGO",0,0,0,10536,0,0,18,0,5200000,"NO",NA
3139,"F",4520000,31,"MED","CAS",56,131,"RANCAGUA",0,10426,0,234648,71,0,22,1,1900000,"SI",NA
3140,"M",1704000,32,"UNV","SOL",90,88,"SANTIAGO",0,722527,0,380527,2447,3085,1679,3,6400000,"NO",NA
3141,"M",4350000,40,"UNV","CAS",55,90,"SANTIAGO",0,272462,0,0,3,144,0,1,4300000,"NO",NA
3142,"M",3080000,42,"UNV","CAS",71,326,"PUNTA ARENAS",0,0,0,0,1473,0,1944,2,8000000,"NO",NA
3143,"F",526000,55,"MED","CAS",49,80,"SANTIAGO",0,273955,0,0,13,0,0,1,1700000,"NO",NA
3144,"F",600000,47,"MED","CAS",31,119,"SANTIAGO",0,227874,0,0,19,0,0,2,2100000,"NO",NA
3145,"M",1600000,36,"MED","CAS",90,85,"SANTIAGO",0,0,831114,0,1125,13504,90,1,6100000,"NO",NA
3146,"F",750000,29,"UNV","CAS",27,226,"CONCEPCION",0,789153,0,0,9,0,0,1,2800000,"SI",NA
3147,"M",57100,45,"UNV","VIU",31,119,"SANTIAGO",0,86189,0,702465,2144,0,4152,2,1700000,"NO",NA
3148,"M",787000,47,"UNV","SOL",138,1,"ARICA",0,48760,0,0,1616,0,0,2,2300000,"NO",NA
3149,"M",70000,40,"UNV","CAS",55,90,"SANTIAGO",0,0,0,0,0,0,0,1,2000000,"NO",NA
3150,"F",7020000,31,"TEC","SOL",13,16,"ANTOFAGASTA",0,399352,0,50367,4,0,0,1,2200000,"NO",NA
3151,"F",70000,51,"TEC","SOL",63,300,"CASTRO",0,1442333,0,372145,0,0,645,0,8000000,"SI",NA
3152,"F",530000,27,"UNV","CAS",47,131,"RANCAGUA",0,78465,0,20773,29,0,106,1,2000000,"NO",NA
3153,"M",1400000,37,"TEC","SOL",124,253,"TEMUCO",527987,661387,0,0,725,23411,2578,1,5700000,"NO",NA
3154,"M",5000000,43,"UNV","CAS",138,88,"SANTIAGO",542478,99590,0,0,129,0,0,1,1700000,"NO",NA
3155,"M",2300000,46,"UNV","CAS",138,1,"ARICA",1710564,51196,0,1144923,1265,0,1038,2,8000000,"NO",NA
3156,"M",5600000,41,"UNV","CAS",55,90,"SANTIAGO",0,85064,0,45454,0,5391,68,1,3700000,"NO",NA
3157,"F",580000,27,"TEC","SOL",140,81,"SANTIAGO",0,77643,0,47056,64,0,4,1,2200000,"NO",NA
3158,"M",650000,38,"UNV","CAS",88,67,"VINA DEL MAR",0,92136,0,10249,771,0,334,3,1800000,"SI",NA
3159,"M",5600000,44,"UNV","SEP",31,119,"SANTIAGO",0,255205,0,494612,277,2969,399,3,3300000,"SI",NA
3160,"M",900000,39,"UNV","CAS",90,105,"SANTIAGO",222242,505297,0,119935,2575,0,303,1,1000000,"NO",NA
3161,"M",975000,47,"MED","CAS",72,504,"EL SALVADOR",0,2859,0,565262,1046,0,148,3,2100000,"SI",NA
3162,"M",800000,31,"UNV","SOL",90,105,"SANTIAGO",1424295,216642,0,0,904,0,0,1,2100000,"NO",NA
3163,"M",8000000,43,"UNV","CAS",16,89,"SANTIAGO",0,158315,0,0,0,0,332,1,1700000,"NO",NA
3164,"M",2000000,47,"UNV","SOL",138,1,"ARICA",0,302771,0,7570,13,42570,17599,2,8000000,"NO",NA
3165,"M",800000,52,"UNV","CAS",90,96,"SANTIAGO",0,56857,0,48,8,0,0,1,3100000,"SI",NA
3166,"M",6000000,44,"UNV","CAS",108,86,"SANTIAGO",0,394368,0,229731,1,0,0,1,3400000,"NO",NA
3167,"F",9500000,32,"TEC","SOL",92,88,"SANTIAGO",0,0,1883827,0,0,28930,4293,0,8000000,"NO",NA
3168,"F",6860000,33,"MED","VIU",14,22,"COPIAPO",665746,299281,0,61831,122,0,0,1,900000,"NO",NA
3169,"F",7700000,26,"TEC","CAS",28,115,"SANTIAGO",0,14344,0,0,274,0,0,1,1500000,"NO",NA
3170,"M",1024000,47,"UNV","SOL",138,1,"ARICA",0,1116,0,548615,78,16038,30,2,3700000,"NO",NA
3171,"F",910000,38,"MED","CAS",52,92,"SANTIAGO",0,192612,0,0,223,0,15,1,4000000,"NO",NA
3172,"M",1450000,50,"UNV","CAS",31,119,"SANTIAGO",658102,1892819,0,576792,1656,0,46024,2,3000000,"NO",NA
3173,"M",973000,33,"TEC","SOL",144,105,"SANTIAGO",0,1058739,0,0,0,8777,0,0,2800000,"SI",NA
3174,"M",850000,50,"MED","CAS",29,91,"SANTIAGO",0,415901,45208,311032,0,0,1098,1,3100000,"NO",NA
3175,"M",740000,28,"UNV","SOL",13,80,"SANTIAGO",0,173110,0,91019,266,0,478,1,2500000,"NO",NA
3176,"M",800000,31,"TEC","SOL",37,115,"SANTIAGO",0,127465,0,0,0,2988,3,1,3800000,"NO",NA
3177,"M",7400000,38,"UNV","CAS",28,86,"SANTIAGO",0,12222,0,141165,72,0,15,1,4500000,"NO",NA
3178,"M",800000,47,"UNV","SEP",63,93,"SANTIAGO",0,14438,0,154010,79,0,64,2,1700000,"NO",NA
3179,"F",3200000,48,"TEC","CAS",84,102,"SANTIAGO",0,1640248,0,112926,1142,0,0,1,8000000,"NO",NA
3180,"F",65000,42,"TEC","SOL",82,85,"SANTIAGO",0,756943,0,0,471,0,0,1,3200000,"SI",NA
3181,"M",880000,48,"UNV","SEP",138,1,"ARICA",148709,9283,0,87694,284,0,199,2,2200000,"NO",NA
3182,"F",800000,44,"UNV","CAS",29,90,"SANTIAGO",0,42775,0,89635,507,0,270,2,3400000,"NO",NA
3183,"M",1600000,42,"UNV","CAS",138,1,"ARICA",0,101856,1058563,7481,681,0,1781,2,5900000,"NO",NA
3184,"M",904000,37,"TEC","CAS",116,131,"RANCAGUA",0,38800,0,234835,861,0,236,2,1600000,"NO",NA
3185,"M",450000,39,"MED","CAS",22,5,"IQUIQUE",0,163503,0,0,3,304,0,2,1500000,"NO",NA
